Tag,Rng,ArtistNo,Title,Artist,ConstituentID,Nationality,Birth,Death,Date,Medium,CreditLine,AccessionNumber,Classification,Department,DateAcquired,ObjectID,URL,ThumbnailURL
4353,2,907,"Setting Sun. Sardine Fishing. Adagio. Opus 221 from the series The Sea, The Boats, Concarneau",Jean Dubuffet,5421,French,1863,1935,1891,Oil,Mrs. John Hay Whitney Bequest,585.1998,Painting,Painting & Sculpture,9/22/1998,80023,http://www.moma.org/collection/works/80023,http://www.moma.org/media/W1siZiIsIjE1MTM5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd2c0c8e7cebea6f
4354,5,907,Windows,Jean Dubuffet,1479,French,1885,1941,1912,Oil,The Sidney and Harriet Janis Collection,586.1967,Painting,Painting & Sculpture,10/18/1967,80024,http://www.moma.org/collection/works/80024,http://www.moma.org/media/W1siZiIsIjE1MDE5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7b2378c1388a3dd
4355,2,907,Turning Road at Montgeroult,Jean Dubuffet,1053,French,1839,1906,1898,Oil,Mrs. John Hay Whitney Bequest,586.1998,Painting,Painting & Sculpture,9/22/1998,80025,http://www.moma.org/collection/works/80025,http://www.moma.org/media/W1siZiIsIjE1MTM5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=64ec3a7b0932c68b
4356,3,907,Self Portrait Yo,Jean Dubuffet,4609,Spanish,1881,1973,1901,Oil,Mrs. John Hay Whitney Bequest,587.1998,Painting,Painting & Sculpture,9/22/1998,80026,http://www.moma.org/collection/works/80026,http://www.moma.org/media/W1siZiIsIjE5ODk2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52ab404aacd8e8eb
4357,1,907,Exit from the Great Accolade,Jean Dubuffet,362,Italian,1924,0,1963,Oil,"Gift of Cordier & Ekstrom, Inc.",588.1963,Painting,Painting & Sculpture,12/10/1963,80027,http://www.moma.org/collection/works/80027,http://www.moma.org/media/W1siZiIsIjIyNTE1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bdf89e4d52e4a5b1
4358,5,907,Simultaneous Counter-Composition,Jean Dubuffet,6076,Dutch,1883,1931,1929-1930,Oil,The Sidney and Harriet Janis Collection,588.1967,Painting,Painting & Sculpture,10/18/1967,80028,http://www.moma.org/collection/works/80028,http://www.moma.org/media/W1siZiIsIjIzMjc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24dee70b0e826ab4
4359,4,907,Landscape with Figure,Jean Dubuffet,3216,American,1887,1965,1963,Oil,Gift of G. David Thompson,589.1963,Painting,Painting & Sculpture,12/10/1963,80030,http://www.moma.org/collection/works/80030,http://www.moma.org/media/W1siZiIsIjYyODE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e049b656b351d812
4360,4,907,Flag Day,Jean Dubuffet,1591,American,1891,0,1935,Oil,The Sidney and Harriet Janis Collection,589.1967,Painting,Painting & Sculpture,10/18/1967,80031,http://www.moma.org/collection/works/80031,http://www.moma.org/media/W1siZiIsIjE2MjA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bda30a4a70f25818
4361,2,907,Jaffrey,Jean Dubuffet,587,American,1938,0,1976,Oil,Mr. and Mrs. Stuart M. Speiser Fund,590.1976,Painting,Painting & Sculpture,12/7/1976,80035,http://www.moma.org/collection/works/80035,http://www.moma.org/media/W1siZiIsIjIwOTExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5ff8b6efedf3554
4362,2,907,Portrait of Henri Michaux,Jean Dubuffet,1633,French,1901,1985,1947,Oil,The Sidney and Harriet Janis Collection,591.1967,Painting,Painting & Sculpture,10/18/1967,80037,http://www.moma.org/collection/works/80037,http://www.moma.org/media/W1siZiIsIjE1MTM5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=789e64e15530c1f4
4363,4,907,Large Blackboard with Shelf,Jean Dubuffet,967,Colombian,1937,0,1975,Oil,Mrs. John Duncan Fund,591.1976,Painting,Painting & Sculpture,12/7/1976,80038,http://www.moma.org/collection/works/80038,http://www.moma.org/media/W1siZiIsIjMzODI0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f21b87372138a7b4
4364,4,907,Mural Painting,Jean Dubuffet,4016,Spanish,1893,1983,1951,Oil,Mrs. Simon Guggenheim Fund,592.1963,Painting,Painting & Sculpture,12/10/1963,80040,http://www.moma.org/collection/works/80040,http://www.moma.org/media/W1siZiIsIjIzNjk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c760f72f2725c5f5
4365,1,907,Plywood with Roller Marks Number 2,Jean Dubuffet,1134,American,1937,0,1974,Oil,Mr. and Mrs. Stuart M. Speiser Fund,592.1976,Painting,Painting & Sculpture,12/7/1976,80042,http://www.moma.org/collection/works/80042,http://www.moma.org/media/W1siZiIsIjE2MjEzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56fb5f294fab5db9
4366,1,907,Musical Squash,Jean Dubuffet,4090,American,1903,1999,1942,Oil,Gift of Mrs. Kenneth Simpson,593.1942,Painting,Painting & Sculpture,12/29/1942,80043,http://www.moma.org/collection/works/80043,http://www.moma.org/media/W1siZiIsIjIyNTMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc849910474e39fe
4367,2,907,Ruin by the Sea,Jean Dubuffet,1832,American,1871,1956,1930,Oil,"Purchased with funds provided by Mrs. Julia Feininger, Mr. and Mrs. Richard K. Weil and Mr. and Mrs. Ralph F. Colin",593.1966,Painting,Painting & Sculpture,12/6/1966,80044,http://www.moma.org/collection/works/80044,http://www.moma.org/media/W1siZiIsIjE1MTM5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=473c5b91cf1d5897
4368,1,907,Blue Short Circuit,Jean Dubuffet,1633,French,1901,1985,1951,Oil,The Sidney and Harriet Janis Collection,593.1967,Painting,Painting & Sculpture,10/18/1967,80045,http://www.moma.org/collection/works/80045,http://www.moma.org/media/W1siZiIsIjE1MTQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f84a10d1997836c1
4369,3,907,Micrography,Jean Dubuffet,2118,Spanish,1930,0,1966,Oil,Purchase,594.1966,Painting,Painting & Sculpture,12/6/1966,80046,http://www.moma.org/collection/works/80046,http://www.moma.org/media/W1siZiIsIjg1MjQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c9aa9e96ec3f5ecc
4370,2,907,Double Self-Portrait,Jean Dubuffet,1764,American,1936,0,1976,Oil,Mr. and Mrs. Stuart M. Speiser Fund,594.1976,Painting,Painting & Sculpture,12/7/1976,80047,http://www.moma.org/collection/works/80047,http://www.moma.org/media/W1siZiIsIjI3OTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=04e36e344d4a2879
4371,3,907,Bauhaus Stairway,Jean Dubuffet,5219,German,1888,1943,1932,Oil,Gift of Philip Johnson,597.1942,Painting,Painting & Sculpture,12/29/1942,80049,http://www.moma.org/collection/works/80049,http://www.moma.org/media/W1siZiIsIjE3MDM5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e36e4e93c72beef3
4372,1,907,Dancing Nymphs,Jean Dubuffet,1701,American,1864,1941,1914,Oil,The Sidney and Harriet Janis Collection,597.1967,Painting,Painting & Sculpture,10/18/1967,80050,http://www.moma.org/collection/works/80050,http://www.moma.org/media/W1siZiIsIjIwOTEyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=791d0d145d7e10bd
4373,1,907,Nymph,Jean Dubuffet,1701,American,1864,1941,1914,Oil,The Sidney and Harriet Janis Collection,598.1967,Painting,Painting & Sculpture,10/18/1967,80051,http://www.moma.org/collection/works/80051,http://www.moma.org/media/W1siZiIsIjE4MjcxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce39dcea18280a15
4374,1,907,White Rope,Jean Dubuffet,5493,British,1931,2016,1973,Synthetic Polymer,Mr. and Mrs. Walter Stein Fund,598.1976,Painting,Painting & Sculpture,12/7/1976,80052,http://www.moma.org/collection/works/80052,http://www.moma.org/media/W1siZiIsIjIyNTE1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca671662bf692ba2
4375,4,907,Pistol,Jean Dubuffet,3542,American,1923,1997,1964,Pen,Gift of Philip Johnson,599.1965,Painting,Painting & Sculpture,6/8/1965,80053,http://www.moma.org/collection/works/80053,http://www.moma.org/media/W1siZiIsIjM0NzU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70955b4d4ea36344
4376,3,907,The Park,Jean Dubuffet,6194,French,1868,1940,1894,Distemper on canvas,The William B. Jaffe and Evelyn A. J. Hall Collection,600.1959,Painting,Painting & Sculpture,4/22/1959,80056,http://www.moma.org/collection/works/80056,http://www.moma.org/media/W1siZiIsIjIyMjIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca80ecf32f0cc481
4377,3,907,Eddie Sylvie's brother in the Desert Variable Collage,Jean Dubuffet,1790,Swedish,1928,1976,1966,Movable serigraphed paper cutouts over serigraphed cutouts pasted on painted wood panel,The Sidney and Harriet Janis Collection,600.1967,Painting,Painting & Sculpture,10/18/1967,80057,http://www.moma.org/collection/works/80057,http://www.moma.org/media/W1siZiIsIjIxMTY5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da724444d8752892
4378,3,907,Annette,Jean Dubuffet,2141,Swiss,1901,1966,1962,Oil,The Sidney and Harriet Janis Collection,603.1967,Painting,Painting & Sculpture,10/18/1967,80059,http://www.moma.org/collection/works/80059,http://www.moma.org/media/W1siZiIsIjE2MjA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f842c69947519a55
4379,4,907,Two Women,Jean Dubuffet,4681,Cuban,1896,1949,1934,Oil,Gift of Dr. M. Ramirez Corria,606.1942,Painting,Painting & Sculpture,12/29/1942,80063,http://www.moma.org/collection/works/80063,http://www.moma.org/media/W1siZiIsIjIyNTMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=866ce7511d33a2d3
4380,5,907,"Composition on the Word ""Vie,"" 2",Jean Dubuffet,2602,French,1882,1960,1950,Oil,The Sidney and Harriet Janis Collection,606.1967,Painting,Painting & Sculpture,10/18/1967,80064,http://www.moma.org/collection/works/80064,http://www.moma.org/media/W1siZiIsIjE3MTA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06ef84c72b258ce3
4381,5,907,Memory of a Voyage,Jean Dubuffet,3692,Belgian,1898,1967,1955,Oil,Gift of D. and J. de Menil,607.1959,Painting,Painting & Sculpture,4/22/1959,80065,http://www.moma.org/collection/works/80065,http://www.moma.org/media/W1siZiIsIjM3OTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c137ae915e7a5e5b
4382,2,907,Angora Cat,Jean Dubuffet,2671,American,1872,1946,1937-1937,Oil,The Sidney and Harriet Janis Collection,607.1967,Painting,Painting & Sculpture,10/18/1967,80066,http://www.moma.org/collection/works/80066,http://www.moma.org/media/W1siZiIsIjE2MjA1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8e44bfaba8f3c3a
4383,5,907,Lion,Jean Dubuffet,2671,American,1872,1946,1939,Oil,The Sidney and Harriet Janis Collection,608.1967,Painting,Painting & Sculpture,7/22/1969,80068,http://www.moma.org/collection/works/80068,http://www.moma.org/media/W1siZiIsIjE2MjA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5970262ef97ecfc3
4384,3,907,Cafe Deutschland Style War,Jean Dubuffet,2807,German,1945,2007,1980,Synthetic Polymer,Gift of Emily and Jerry Spiegel,608.1994,Painting,Painting & Sculpture,12/8/1994,80069,http://www.moma.org/collection/works/80069,http://www.moma.org/media/W1siZiIsIjE2MTEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cebfa6b2a05a9a11
4385,5,907,Standing Man with Stick,Jean Dubuffet,4400,American,1928,2010,1959,Oil,Gift of Joseph H. Hirshhorn,609.1959,Painting,Painting & Sculpture,4/22/1959,80070,http://www.moma.org/collection/works/80070,http://www.moma.org/media/W1siZiIsIjIyNTE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=636b8c00367079e4
4386,3,907,Inseparable Friends,Jean Dubuffet,2671,American,1872,1946,1941,Oil,The Sidney and Harriet Janis Collection,609.1967,Painting,Painting & Sculpture,10/18/1967,80072,http://www.moma.org/collection/works/80072,http://www.moma.org/media/W1siZiIsIjE1OTEzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec7877bec956255a
4387,2,907,Girl with Pigeons,Jean Dubuffet,2671,American,1872,1946,1942,Oil,The Sidney and Harriet Janis Collection,610.1967,Painting,Painting & Sculpture,7/22/1969,80074,http://www.moma.org/collection/works/80074,http://www.moma.org/media/W1siZiIsIjIwOTE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42e0c9a623f0008b
4388,5,907,Cityscape,Jean Dubuffet,4907,German,1932,0,1970,Oil,Fractional and promised gift of Jo Carole and Ronald S. Lauder,610.1994,Painting,Painting & Sculpture,12/8/1994,80075,http://www.moma.org/collection/works/80075,http://www.moma.org/media/W1siZiIsIjE1MTQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1cb001f090cfc44
4389,2,907,Composition,Jean Dubuffet,5907,Uruguayan,1874,1949,1932,Oil,Gift of Dr. Roman Fresnedo Siri,611.1942,Painting,Painting & Sculpture,12/29/1942,80076,http://www.moma.org/collection/works/80076,http://www.moma.org/media/W1siZiIsIjMxMzg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c3a261e3076508d
4390,2,907,The Synagogue,Jean Dubuffet,609,American,1913,2009,1940,Oil,Acquired through the Lillie P. Bliss Bequest by exchange,611.1943,Painting,Painting & Sculpture,11/4/1943,80077,http://www.moma.org/collection/works/80077,http://www.moma.org/media/W1siZiIsIjYzODExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=09724bd9d66b5205
4391,1,907,Parliamentary Buildings,Jean Dubuffet,2671,American,1872,1946,1946,Oil,The Sidney and Harriet Janis Collection,611.1967,Painting,Painting & Sculpture,7/22/1969,80078,http://www.moma.org/collection/works/80078,http://www.moma.org/media/W1siZiIsIjIwOTE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d2559933bd6c4b0
4392,2,907,Burning Bush,Jean Dubuffet,4873,American,1917,2004,1959,Oil,Larry Aldrich Foundation Fund,612.1959,Painting,Painting & Sculpture,4/22/1959,80081,http://www.moma.org/collection/works/80081,http://www.moma.org/media/W1siZiIsIjE1OTEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c0dfa04ccbd235e
4393,3,907,Untitled,Jean Dubuffet,5799,Japanese,1932,2005,1964,Synthetic Polymer,John G. Powers Fund,612.1965,Painting,Painting & Sculpture,6/8/1965,80082,http://www.moma.org/collection/works/80082,http://www.moma.org/media/W1siZiIsIjE2MTM2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a27f300d8207c40
4394,4,907,Leda and the Swan,Jean Dubuffet,5988,American,1928,2011,1952,Oil,Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection both by exchange,612.1994,Painting,Painting & Sculpture,12/8/1994,80083,http://www.moma.org/collection/works/80083,http://www.moma.org/media/W1siZiIsIjE1MTQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eeb11f18428d735b
4395,2,907,"The Four Seasons: Spring, Summer, Autumn, and Winter",Jean Dubuffet,5988,American,1928,2011,1993-1994,Synthetic Polymer,Gift of the artist,613.1994.a-d,Painting,Painting & Sculpture,12/8/1994,80085,http://www.moma.org/collection/works/80085,http://www.moma.org/media/W1siZiIsIjIzMDQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9639585a232a256
4396,3,907,Taku,Jean Dubuffet,6484,Japanese,1902,1983,1961,Oil,Junior Council Fund,614.1965,Painting,Painting & Sculpture,6/8/1965,80087,http://www.moma.org/collection/works/80087,http://www.moma.org/media/W1siZiIsIjE4MjcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=540a10e38b3a74b6
4397,2,907,Untitled,Jean Dubuffet,5988,American,1928,2011,1970,Oil,Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection both by exchange,614.1994,Painting,Painting & Sculpture,12/8/1994,80088,http://www.moma.org/collection/works/80088,http://www.moma.org/media/W1siZiIsIjE1MTQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8d6f2af5f7f72ac
4398,1,907,The Cathedral at Mantes,Jean Dubuffet,1778,French,1900,1968,1930,Oil,Gift of Mr. and Mrs. Peter A. Rubel,615.1951,Painting,Painting & Sculpture,12/14/1951,80090,http://www.moma.org/collection/works/80090,http://www.moma.org/media/W1siZiIsIjIwOTE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82b2c5eaa404b635
4399,4,907,"Composition, I",Jean Dubuffet,5199,American,1919,2007,1959,Oil,Gift of William Rubin,615.1959,Painting,Painting & Sculpture,4/22/1959,80091,http://www.moma.org/collection/works/80091,http://www.moma.org/media/W1siZiIsIjM3ODk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d55c44b84172d283
4400,2,907,The Campbells Are Coming,Jean Dubuffet,2982,American,1860,1934,1932,Oil,The Sidney and Harriet Janis Collection,615.1967,Painting,Painting & Sculpture,7/22/1969,80092,http://www.moma.org/collection/works/80092,http://www.moma.org/media/W1siZiIsIjIwOTE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5bd64bac7fbd3df
4401,2,907,Actor's Mask,Jean Dubuffet,3130,German,1879,1940,1924,Oil,The Sidney and Harriet Janis Collection,616.1967,Painting,Painting & Sculpture,7/22/1969,80094,http://www.moma.org/collection/works/80094,http://www.moma.org/media/W1siZiIsIjE1MTQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c79573ceadecf952
4402,5,907,The Little Presser,Jean Dubuffet,2951,American,1912,1994,1943,Oil,Purchase,617.1943,Painting,Painting & Sculpture,11/4/1943,80096,http://www.moma.org/collection/works/80096,http://www.moma.org/media/W1siZiIsIjIyNTMzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b6f7c3c2c556e4e
4403,2,907,Meeting Place,Jean Dubuffet,6470,British,1915,1981,1957,Oil,G. David Thompson Fund,617.1959,Painting,Painting & Sculpture,4/22/1959,80098,http://www.moma.org/collection/works/80098,http://www.moma.org/media/W1siZiIsIjg3MTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=79edeec9e9b91de1
4404,4,907,In the Grass,Jean Dubuffet,3130,German,1879,1940,1930,Oil,The Sidney and Harriet Janis Collection,617.1967,Painting,Painting & Sculpture,7/22/1969,80099,http://www.moma.org/collection/works/80099,http://www.moma.org/media/W1siZiIsIjIxMTcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=497c3a4620e9b2b2
4405,5,907,Obsol,Jean Dubuffet,798,American,1906,1992,1964,Oil,Nina and Gordon Bunshaft Bequest,617.1994,Painting,Painting & Sculpture,12/8/1994,80100,http://www.moma.org/collection/works/80100,http://www.moma.org/media/W1siZiIsIjE3OTQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=381ff36aae551d2a
4406,2,907,Blue Monochrome,Jean Dubuffet,3137,French,1928,1962,1961,Dry pigment in synthetic polymer medium on cotton over plywood,The Sidney and Harriet Janis Collection,618.1967,Painting,Painting & Sculpture,7/22/1969,80103,http://www.moma.org/collection/works/80103,http://www.moma.org/media/W1siZiIsIjg3MjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5ae6f48870b13cca
4407,5,907,Picture with an Archer,Jean Dubuffet,2981,French,1866,1944,1909,Oil,Gift and bequest of Louise Reinhardt Smith,619.1959,Painting,Painting & Sculpture,4/22/1959,80104,http://www.moma.org/collection/works/80104,http://www.moma.org/media/W1siZiIsIjIwNDMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5dc06b9c033f270
4408,1,907,Convergences,Jean Dubuffet,1633,French,1901,1985,1976,Vinyl paint and pasted paper mounted on canvas,Nina and Gordon Bunshaft Bequest,619.1994,Painting,Painting & Sculpture,12/8/1994,80106,http://www.moma.org/collection/works/80106,http://www.moma.org/media/W1siZiIsIjE2NzY2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af4540fc9cdf2d5e
4409,2,907,Le Gros,Jean Dubuffet,3148,American,1910,1962,1961,Oil,The Sidney and Harriet Janis Collection,620.1967,Painting,Painting & Sculpture,7/22/1969,80108,http://www.moma.org/collection/works/80108,http://www.moma.org/media/W1siZiIsIjIwMzQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=984da8006aa11fee
4410,4,907,Mondanite XXIV,Jean Dubuffet,1633,French,1901,1985,1975,Vinyl paint on paper mounted on canvas,Nina and Gordon Bunshaft Bequest,620.1994,Painting,Painting & Sculpture,12/8/1994,80110,http://www.moma.org/collection/works/80110,http://www.moma.org/media/W1siZiIsIjE3MTA4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07f8b211de073a5a
4411,3,907,Two Nudes,Jean Dubuffet,4609,Spanish,1881,1973,1906,Oil,"Gift of G. David Thompson in honor of Alfred H. Barr, Jr.",621.1959,Painting,Painting & Sculpture,4/22/1959,80111,http://www.moma.org/collection/works/80111,http://www.moma.org/media/W1siZiIsIjE1MTQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a1e32837117d6c4
4412,1,907,The Weeping Woman,Jean Dubuffet,186,Mexican,1915,2006,1942,Oil,Inter-American Fund,622.1942,Painting,Painting & Sculpture,12/29/1942,80114,http://www.moma.org/collection/works/80114,http://www.moma.org/media/W1siZiIsIjE5MzgwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9cc2c3f50580cf4
4413,3,907,The Blue Doll,Jean Dubuffet,4613,American,1917,1991,1942,Oil,James Thrall Soby Fund,622.1943,Painting,Painting & Sculpture,11/4/1943,80115,http://www.moma.org/collection/works/80115,http://www.moma.org/media/W1siZiIsIjg3NTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=67181a187f4894d6
4414,2,907,A Tree in Naples,Jean Dubuffet,3213,American,1904,1997,1960,Oil,The Sidney and Harriet Janis Collection,622.1967,Painting,Painting & Sculpture,7/22/1969,80116,http://www.moma.org/collection/works/80116,http://www.moma.org/media/W1siZiIsIjIwNTIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71202ae1b2116017
4415,1,907,Harlequin Self-Portrait,Jean Dubuffet,2284,American,1881,1961,1944,Oil,Gift of Margery and Harry Kahn,622.1973,Painting,Painting & Sculpture,12/11/1973,80117,http://www.moma.org/collection/works/80117,http://www.moma.org/media/W1siZiIsIjIwOTE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1bb4509c9aa51f4
4416,5,907,Abode V with Stairs and Numerous Rooms,Jean Dubuffet,1633,French,1901,1985,1966,Vinyl paint on canvas,Nina and Gordon Bunshaft Bequest,622.1994,Painting,Painting & Sculpture,12/8/1994,80118,http://www.moma.org/collection/works/80118,http://www.moma.org/media/W1siZiIsIjg3NjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=aa3cff633c52ec49
4417,5,907,Bridge,Jean Dubuffet,6624,French,1881,1955,1908,Oil,The Sidney and Harriet Janis Collection,624.1967,Painting,Painting & Sculpture,10/18/1967,80121,http://www.moma.org/collection/works/80121,http://www.moma.org/media/W1siZiIsIjM5MjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f365b43640d2f0c
